oid	wr_id	main_id	ra	dec	otype	vmag	identifier
30310	"WR 147"	"EM* AS  431"	309.18180114487996	40.35206739109	"WR*"	13.73	"19P 45"
30310	"WR 147"	"EM* AS  431"	309.18180114487996	40.35206739109	"WR*"	13.73	"1E 2034+40.1"
30310	"WR 147"	"EM* AS  431"	309.18180114487996	40.35206739109	"WR*"	13.73	"2E 2034.8+4010"
30310	"WR 147"	"EM* AS  431"	309.18180114487996	40.35206739109	"WR*"	13.73	"2E  4394"
30310	"WR 147"	"EM* AS  431"	309.18180114487996	40.35206739109	"WR*"	13.73	"2MASS J20364364+4021075"
30310	"WR 147"	"EM* AS  431"	309.18180114487996	40.35206739109	"WR*"	13.73	"ALS 19607"
30310	"WR 147"	"EM* AS  431"	309.18180114487996	40.35206739109	"WR*"	13.73	"BGPS G079.847-00.313"
30310	"WR 147"	"EM* AS  431"	309.18180114487996	40.35206739109	"WR*"	13.73	"EM* AS  431"
30310	"WR 147"	"EM* AS  431"	309.18180114487996	40.35206739109	"WR*"	13.73	"Gaia DR2 2064671253991921408"
30310	"WR 147"	"EM* AS  431"	309.18180114487996	40.35206739109	"WR*"	13.73	"Gaia DR3 2064671253991921408"
30310	"WR 147"	"EM* AS  431"	309.18180114487996	40.35206739109	"WR*"	13.73	"HBHA 4203-20"
30310	"WR 147"	"EM* AS  431"	309.18180114487996	40.35206739109	"WR*"	13.73	"IRAS 20349+4010"
30310	"WR 147"	"EM* AS  431"	309.18180114487996	40.35206739109	"WR*"	13.73	"[KW97] 48-11"
30310	"WR 147"	"EM* AS  431"	309.18180114487996	40.35206739109	"WR*"	13.73	"[MDB89] AS 431 N"
30310	"WR 147"	"EM* AS  431"	309.18180114487996	40.35206739109	"WR*"	13.73	"[MDB89] WR 147 N"
30310	"WR 147"	"EM* AS  431"	309.18180114487996	40.35206739109	"WR*"	13.73	"MHA 328-50"
30310	"WR 147"	"EM* AS  431"	309.18180114487996	40.35206739109	"WR*"	13.73	"NAME WR 147 NIR"
30310	"WR 147"	"EM* AS  431"	309.18180114487996	40.35206739109	"WR*"	13.73	"** NML    2"
30310	"WR 147"	"EM* AS  431"	309.18180114487996	40.35206739109	"WR*"	13.73	"[PSW2002] Source 1"
30310	"WR 147"	"EM* AS  431"	309.18180114487996	40.35206739109	"WR*"	13.73	"StRS 378"
30310	"WR 147"	"EM* AS  431"	309.18180114487996	40.35206739109	"WR*"	13.73	"TIC 64413984"
30310	"WR 147"	"EM* AS  431"	309.18180114487996	40.35206739109	"WR*"	13.73	"UCAC4 652-091381"
30310	"WR 147"	"EM* AS  431"	309.18180114487996	40.35206739109	"WR*"	13.73	"WDS J20367+4021AB"
30310	"WR 147"	"EM* AS  431"	309.18180114487996	40.35206739109	"WR*"	13.73	"WISEA J203643.63+402107.6"
30310	"WR 147"	"EM* AS  431"	309.18180114487996	40.35206739109	"WR*"	13.73	"WISE J203643.45+402106.8"
30310	"WR 147"	"EM* AS  431"	309.18180114487996	40.35206739109	"WR*"	13.73	"WR 147"
30360	"WR 143"	"HD 195177"	307.09443180079	38.62193817797	"WR*"	11.46	"2MASS J20282266+3837188"
30360	"WR 143"	"HD 195177"	307.09443180079	38.62193817797	"WR*"	11.46	"ALS 11371"
30360	"WR 143"	"HD 195177"	307.09443180079	38.62193817797	"WR*"	11.46	"AP J20282266+3837188"
30360	"WR 143"	"HD 195177"	307.09443180079	38.62193817797	"WR*"	11.46	"CSI+38-20265"
30360	"WR 143"	"HD 195177"	307.09443180079	38.62193817797	"WR*"	11.46	"Gaia DR1 2064136921403778816"
30360	"WR 143"	"HD 195177"	307.09443180079	38.62193817797	"WR*"	11.46	"Gaia DR2 2064136921403778816"
30360	"WR 143"	"HD 195177"	307.09443180079	38.62193817797	"WR*"	11.46	"Gaia DR3 2064136925704910080"
30360	"WR 143"	"HD 195177"	307.09443180079	38.62193817797	"WR*"	11.46	"GEN# +1.00195177"
30360	"WR 143"	"HD 195177"	307.09443180079	38.62193817797	"WR*"	11.46	"GSC 03152-01081"
30360	"WR 143"	"HD 195177"	307.09443180079	38.62193817797	"WR*"	11.46	"HBHA 3704-13"
30360	"WR 143"	"HD 195177"	307.09443180079	38.62193817797	"WR*"	11.46	"HD 195177"
30360	"WR 143"	"HD 195177"	307.09443180079	38.62193817797	"WR*"	11.46	"Hen 3-1901"
30360	"WR 143"	"HD 195177"	307.09443180079	38.62193817797	"WR*"	11.46	"JP11  3242"
30360	"WR 143"	"HD 195177"	307.09443180079	38.62193817797	"WR*"	11.46	"[KW97] 47-1"
30360	"WR 143"	"HD 195177"	307.09443180079	38.62193817797	"WR*"	11.46	"LS  II +38   90"
30360	"WR 143"	"HD 195177"	307.09443180079	38.62193817797	"WR*"	11.46	"MR 109"
30360	"WR 143"	"HD 195177"	307.09443180079	38.62193817797	"WR*"	11.46	"MSX6C G077.4993-00.0459"
30360	"WR 143"	"HD 195177"	307.09443180079	38.62193817797	"WR*"	11.46	"NSVS   5737242"
30360	"WR 143"	"HD 195177"	307.09443180079	38.62193817797	"WR*"	11.46	"TIC 15792520"
30360	"WR 143"	"HD 195177"	307.09443180079	38.62193817797	"WR*"	11.46	"TYC 3152-1081-1"
30360	"WR 143"	"HD 195177"	307.09443180079	38.62193817797	"WR*"	11.46	"UBV   17768"
30360	"WR 143"	"HD 195177"	307.09443180079	38.62193817797	"WR*"	11.46	"UCAC2  45397944"
30360	"WR 143"	"HD 195177"	307.09443180079	38.62193817797	"WR*"	11.46	"WR 143"
52244	"WR 145"	"EM* AS  422"	308.02616107143	40.80820197266	"WR*"	11.83	"2MASS J20320628+4048295"
52244	"WR 145"	"EM* AS  422"	308.02616107143	40.80820197266	"WR*"	11.83	"CSI+40-20303"
52244	"WR 145"	"EM* AS  422"	308.02616107143	40.80820197266	"WR*"	11.83	"EM* AS  422"
52244	"WR 145"	"EM* AS  422"	308.02616107143	40.80820197266	"WR*"	11.83	"Gaia DR2 2067745076187793024"
52244	"WR 145"	"EM* AS  422"	308.02616107143	40.80820197266	"WR*"	11.83	"Gaia DR3 2067745076187793024"
52244	"WR 145"	"EM* AS  422"	308.02616107143	40.80820197266	"WR*"	11.83	"GSC 03157-00233"
52244	"WR 145"	"EM* AS  422"	308.02616107143	40.80820197266	"WR*"	11.83	"HBHA 4203-33"
52244	"WR 145"	"EM* AS  422"	308.02616107143	40.80820197266	"WR*"	11.83	"Hen 3-1907"
52244	"WR 145"	"EM* AS  422"	308.02616107143	40.80820197266	"WR*"	11.83	"IRAS 20303+4038"
52244	"WR 145"	"EM* AS  422"	308.02616107143	40.80820197266	"WR*"	11.83	"JP11  5256"
52244	"WR 145"	"EM* AS  422"	308.02616107143	40.80820197266	"WR*"	11.83	"[KW97] 47-33"
52244	"WR 145"	"EM* AS  422"	308.02616107143	40.80820197266	"WR*"	11.83	"MHA 328-53"
52244	"WR 145"	"EM* AS  422"	308.02616107143	40.80820197266	"WR*"	11.83	"MR 111"
52244	"WR 145"	"EM* AS  422"	308.02616107143	40.80820197266	"WR*"	11.83	"SV* SVS  2843"
52244	"WR 145"	"EM* AS  422"	308.02616107143	40.80820197266	"WR*"	11.83	"TIC 17031739"
52244	"WR 145"	"EM* AS  422"	308.02616107143	40.80820197266	"WR*"	11.83	"UCAC2  46032027"
52244	"WR 145"	"EM* AS  422"	308.02616107143	40.80820197266	"WR*"	11.83	"V* V1923 Cyg"
52244	"WR 145"	"EM* AS  422"	308.02616107143	40.80820197266	"WR*"	11.83	"WR 145"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"18P  57"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"19P 17"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"1ES 2030+40.7"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"1FGL J2032.4+4057"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"1H 2030+407"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"1M 2030+407"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"1RXS J203226.2+405725"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"1WGA J2032.4+4057"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"1XRS 20305+407"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"2AGL J2033+4100"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"2CXO J203225.7+405728"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"2E 2030.5+4047"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"2E  4376"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"2FGL J2032.1+4049"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"2MASS J20322578+4057279"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"2SXPS J203225.7+405727"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"2U 2030+40"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"3A 2030+407"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"3U 2030+40"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"4FGL J2032.6+4053"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"4U 2030+40"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"4XMM J203225.7+405730"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"87GB 203037.0+404726"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"[AAA2018] FGL J2032.1+4058"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"[BM83] X2030+407"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"[BSF97] J203225.77+405728.0"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"ECX6-23"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"[FS2003] 1076"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"GB6 B2030+4047"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"GPS 2030+407"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"GPSR 079.846+0.700"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"GT 2030+407"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"H 2030+407"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"INTEGRAL1 118"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"[KRL2007b] 376"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"PBC J2032.4+4057"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"RGB J2032+409"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"RX J2032.3+4057"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"SPICY 112094"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"SRGA J203225.6+405729"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"SSTCYGXC G079.8455+00.7000"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"SWIFT J2032.4+4057"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"SWIFT J2032.5+4055"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"TIC 17032547"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"UGPS J203225.77+405728.0"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"V* V1521 Cyg"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"[WBC2013] J203225.6+405726"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"WR 145a"
52987	"WR 145a"	"V* V1521 Cyg"	308.10741666666667	40.957750000000004	"HXB"		"X Cyg X-3"
56219	"WR 144"	"MR 110"	308.01258377055	41.25569437006	"WR*"	13.97	"2MASS J20320302+4115205"
56219	"WR 144"	"MR 110"	308.01258377055	41.25569437006	"WR*"	13.97	"CSI+41-20303"
56219	"WR 144"	"MR 110"	308.01258377055	41.25569437006	"WR*"	13.97	"Gaia DR2 2067824545964503168"
56219	"WR 144"	"MR 110"	308.01258377055	41.25569437006	"WR*"	13.97	"Gaia DR3 2067824545964503168"
56219	"WR 144"	"MR 110"	308.01258377055	41.25569437006	"WR*"	13.97	"HBHA 4203-49"
56219	"WR 144"	"MR 110"	308.01258377055	41.25569437006	"WR*"	13.97	"[HM60] 1"
56219	"WR 144"	"MR 110"	308.01258377055	41.25569437006	"WR*"	13.97	"[KW97] 47-31"
56219	"WR 144"	"MR 110"	308.01258377055	41.25569437006	"WR*"	13.97	"MR 110"
56219	"WR 144"	"MR 110"	308.01258377055	41.25569437006	"WR*"	13.97	"[PJ95] 125"
56219	"WR 144"	"MR 110"	308.01258377055	41.25569437006	"WR*"	13.97	"RLP  600"
56219	"WR 144"	"MR 110"	308.01258377055	41.25569437006	"WR*"	13.97	"TIC 17034174"
56219	"WR 144"	"MR 110"	308.01258377055	41.25569437006	"WR*"	13.97	"UCAC2  46178741"
56219	"WR 144"	"MR 110"	308.01258377055	41.25569437006	"WR*"	13.97	"WR 144"
57748	"WR 146"	"MR 112"	308.9461913660853	41.3790843111516	"WR*"	12.64	"2MASS J20354707+4122445"
57748	"WR 146"	"MR 112"	308.9461913660853	41.3790843111516	"WR*"	12.64	"ALS 19606"
57748	"WR 146"	"MR 112"	308.9461913660853	41.3790843111516	"WR*"	12.64	"BD+40  4243p"
57748	"WR 146"	"MR 112"	308.9461913660853	41.3790843111516	"WR*"	12.64	"BD+40  4243P"
57748	"WR 146"	"MR 112"	308.9461913660853	41.3790843111516	"WR*"	12.64	"CSS 1229"
57748	"WR 146"	"MR 112"	308.9461913660853	41.3790843111516	"WR*"	12.64	"EM* CDS 1176"
57748	"WR 146"	"MR 112"	308.9461913660853	41.3790843111516	"WR*"	12.64	"Gaia DR2 2067867358199590400"
57748	"WR 146"	"MR 112"	308.9461913660853	41.3790843111516	"WR*"	12.64	"Gaia DR3 2067867358199590400"
57748	"WR 146"	"MR 112"	308.9461913660853	41.3790843111516	"WR*"	12.64	"GSC 03161-01125"
57748	"WR 146"	"MR 112"	308.9461913660853	41.3790843111516	"WR*"	12.64	"HBHA 4203-51"
57748	"WR 146"	"MR 112"	308.9461913660853	41.3790843111516	"WR*"	12.64	"[HM60] 3"
57748	"WR 146"	"MR 112"	308.9461913660853	41.3790843111516	"WR*"	12.64	"IRAS 20339+4112"
57748	"WR 146"	"MR 112"	308.9461913660853	41.3790843111516	"WR*"	12.64	"JP11   166"
57748	"WR 146"	"MR 112"	308.9461913660853	41.3790843111516	"WR*"	12.64	"[KW97] 48-8"
57748	"WR 146"	"MR 112"	308.9461913660853	41.3790843111516	"WR*"	12.64	"MR 112"
57748	"WR 146"	"MR 112"	308.9461913660853	41.3790843111516	"WR*"	12.64	"MSX6C G080.5602+00.4449"
57748	"WR 146"	"MR 112"	308.9461913660853	41.3790843111516	"WR*"	12.64	"** NML    1"
57748	"WR 146"	"MR 112"	308.9461913660853	41.3790843111516	"WR*"	12.64	"PPMX J203547.0+412244"
57748	"WR 146"	"MR 112"	308.9461913660853	41.3790843111516	"WR*"	12.64	"RLP 1166"
57748	"WR 146"	"MR 112"	308.9461913660853	41.3790843111516	"WR*"	12.64	"S1* 654"
57748	"WR 146"	"MR 112"	308.9461913660853	41.3790843111516	"WR*"	12.64	"SDSS J203547.08+412244.6"
57748	"WR 146"	"MR 112"	308.9461913660853	41.3790843111516	"WR*"	12.64	"[TGC96] 2033+4112"
57748	"WR 146"	"MR 112"	308.9461913660853	41.3790843111516	"WR*"	12.64	"TIC 64149599"
57748	"WR 146"	"MR 112"	308.9461913660853	41.3790843111516	"WR*"	12.64	"UCAC3 263-197356"
57748	"WR 146"	"MR 112"	308.9461913660853	41.3790843111516	"WR*"	12.64	"WDS J20358+4123AB"
57748	"WR 146"	"MR 112"	308.9461913660853	41.3790843111516	"WR*"	12.64	"WR 146"
68150	"WR 160"	"V* V1251 Cyg"	325.2265488322238	48.66195572716833	"CV*"		"AAVSO 2137+48"
68150	"WR 160"	"V* V1251 Cyg"	325.2265488322238	48.66195572716833	"CV*"		"Gaia DR2 1978805267094491904"
68150	"WR 160"	"V* V1251 Cyg"	325.2265488322238	48.66195572716833	"CV*"		"Gaia DR3 1978805267094491904"
68150	"WR 160"	"V* V1251 Cyg"	325.2265488322238	48.66195572716833	"CV*"		"SV* WR   160"
68150	"WR 160"	"V* V1251 Cyg"	325.2265488322238	48.66195572716833	"CV*"		"V* V1251 Cyg"
68150	"WR 160"	"V* V1251 Cyg"	325.2265488322238	48.66195572716833	"CV*"		"WR 160"
73233	"WR 150"	"WR 150"	327.52321891665	50.70686541700001	"WR*"	13.47	"2MASS J21500557+5042247"
73233	"WR 150"	"WR 150"	327.52321891665	50.70686541700001	"WR*"	13.47	"Gaia DR2 1980522738604744704"
73233	"WR 150"	"WR 150"	327.52321891665	50.70686541700001	"WR*"	13.47	"Gaia DR3 1980522738604744704"
73233	"WR 150"	"WR 150"	327.52321891665	50.70686541700001	"WR*"	13.47	"GSC 03616-01163"
73233	"WR 150"	"WR 150"	327.52321891665	50.70686541700001	"WR*"	13.47	"HBHA 5204-07"
73233	"WR 150"	"WR 150"	327.52321891665	50.70686541700001	"WR*"	13.47	"[KW97] 59-49"
73233	"WR 150"	"WR 150"	327.52321891665	50.70686541700001	"WR*"	13.47	"[S66] 5"
73233	"WR 150"	"WR 150"	327.52321891665	50.70686541700001	"WR*"	13.47	"TIC 384095917"
73233	"WR 150"	"WR 150"	327.52321891665	50.70686541700001	"WR*"	13.47	"WR 150"
90149	"WR 142a"	"WR 142a"	306.02579129897	41.42606280828	"WR*"	18.0	"2MASS J20240619+4125339"
90149	"WR 142a"	"WR 142a"	306.02579129897	41.42606280828	"WR*"	18.0	"Cl* NGC 6910     MS      21"
90149	"WR 142a"	"WR 142a"	306.02579129897	41.42606280828	"WR*"	18.0	"Gaia DR2 2068434332539101056"
90149	"WR 142a"	"WR 142a"	306.02579129897	41.42606280828	"WR*"	18.0	"Gaia DR3 2068434332539101056"
90149	"WR 142a"	"WR 142a"	306.02579129897	41.42606280828	"WR*"	18.0	"HBHA 4202-02"
90149	"WR 142a"	"WR 142a"	306.02579129897	41.42606280828	"WR*"	18.0	"[KW97] 46-21"
90149	"WR 142a"	"WR 142a"	306.02579129897	41.42606280828	"WR*"	18.0	"TIC 14319232"
90149	"WR 142a"	"WR 142a"	306.02579129897	41.42606280828	"WR*"	18.0	"WR 142a"
90942	"WR 138-1"	"WR 138a"	304.28383037355997	41.12416441563	"WR*"	15.44	"2MASS J20170811+4107270"
90942	"WR 138-1"	"WR 138a"	304.28383037355997	41.12416441563	"WR*"	15.44	"Gaia DR2 2062560122958679936"
90942	"WR 138-1"	"WR 138a"	304.28383037355997	41.12416441563	"WR*"	15.44	"Gaia DR3 2062560122958679936"
90942	"WR 138-1"	"WR 138a"	304.28383037355997	41.12416441563	"WR*"	15.44	"[GKF2010] MN114"
90942	"WR 138-1"	"WR 138a"	304.28383037355997	41.12416441563	"WR*"	15.44	"HBHA 4202-22"
90942	"WR 138-1"	"WR 138a"	304.28383037355997	41.12416441563	"WR*"	15.44	"IPHAS J201708.12+410727.0"
90942	"WR 138-1"	"WR 138a"	304.28383037355997	41.12416441563	"WR*"	15.44	"[KW97] 44-47"
90942	"WR 138-1"	"WR 138a"	304.28383037355997	41.12416441563	"WR*"	15.44	"TIC 11797283"
90942	"WR 138-1"	"WR 138a"	304.28383037355997	41.12416441563	"WR*"	15.44	"WR 138-1"
90942	"WR 138-1"	"WR 138a"	304.28383037355997	41.12416441563	"WR*"	15.44	"WR 138a"
90942	"WR 138a"	"WR 138a"	304.28383037355997	41.12416441563	"WR*"	15.44	"2MASS J20170811+4107270"
90942	"WR 138a"	"WR 138a"	304.28383037355997	41.12416441563	"WR*"	15.44	"Gaia DR2 2062560122958679936"
90942	"WR 138a"	"WR 138a"	304.28383037355997	41.12416441563	"WR*"	15.44	"Gaia DR3 2062560122958679936"
90942	"WR 138a"	"WR 138a"	304.28383037355997	41.12416441563	"WR*"	15.44	"[GKF2010] MN114"
90942	"WR 138a"	"WR 138a"	304.28383037355997	41.12416441563	"WR*"	15.44	"HBHA 4202-22"
90942	"WR 138a"	"WR 138a"	304.28383037355997	41.12416441563	"WR*"	15.44	"IPHAS J201708.12+410727.0"
90942	"WR 138a"	"WR 138a"	304.28383037355997	41.12416441563	"WR*"	15.44	"[KW97] 44-47"
90942	"WR 138a"	"WR 138a"	304.28383037355997	41.12416441563	"WR*"	15.44	"TIC 11797283"
90942	"WR 138a"	"WR 138a"	304.28383037355997	41.12416441563	"WR*"	15.44	"WR 138-1"
90942	"WR 138a"	"WR 138a"	304.28383037355997	41.12416441563	"WR*"	15.44	"WR 138a"
93785	"WR 149"	"WR 149"	316.79872234034997	48.4267329313	"WR*"	14.7	"2MASS J21071169+4825361"
93785	"WR 149"	"WR 149"	316.79872234034997	48.4267329313	"WR*"	14.7	"EM* CGHA   39"
93785	"WR 149"	"WR 149"	316.79872234034997	48.4267329313	"WR*"	14.7	"Gaia DR2 2165537770680635904"
93785	"WR 149"	"WR 149"	316.79872234034997	48.4267329313	"WR*"	14.7	"Gaia DR3 2165537770680635904"
93785	"WR 149"	"WR 149"	316.79872234034997	48.4267329313	"WR*"	14.7	"GSC 03592-06255"
93785	"WR 149"	"WR 149"	316.79872234034997	48.4267329313	"WR*"	14.7	"HBHA 4703-52"
93785	"WR 149"	"WR 149"	316.79872234034997	48.4267329313	"WR*"	14.7	"[KW97] 55-46"
93785	"WR 149"	"WR 149"	316.79872234034997	48.4267329313	"WR*"	14.7	"[S66] 4"
93785	"WR 149"	"WR 149"	316.79872234034997	48.4267329313	"WR*"	14.7	"TIC 267280385"
93785	"WR 149"	"WR 149"	316.79872234034997	48.4267329313	"WR*"	14.7	"WR 149"
93785	"WR 149"	"WR 149"	316.79872234034997	48.4267329313	"WR*"	14.7	"ZTF J210711.69+482536.2"
100080	"WR 154"	"HD 213049"	336.82424484826	56.25326963381999	"WR*"	10.928	"2MASS J22271782+5615117"
100080	"WR 154"	"HD 213049"	336.82424484826	56.25326963381999	"WR*"	10.928	"ALS 12426"
100080	"WR 154"	"HD 213049"	336.82424484826	56.25326963381999	"WR*"	10.928	"CSI+55-22254"
100080	"WR 154"	"HD 213049"	336.82424484826	56.25326963381999	"WR*"	10.928	"CSI+56-22255  2"
100080	"WR 154"	"HD 213049"	336.82424484826	56.25326963381999	"WR*"	10.928	"DO 41389"
100080	"WR 154"	"HD 213049"	336.82424484826	56.25326963381999	"WR*"	10.928	"EM* CDS 1347"
100080	"WR 154"	"HD 213049"	336.82424484826	56.25326963381999	"WR*"	10.928	"Gaia DR1 2007494033713745792"
100080	"WR 154"	"HD 213049"	336.82424484826	56.25326963381999	"WR*"	10.928	"Gaia DR2 2007494038022005248"
100080	"WR 154"	"HD 213049"	336.82424484826	56.25326963381999	"WR*"	10.928	"Gaia DR3 2007494038022005248"
100080	"WR 154"	"HD 213049"	336.82424484826	56.25326963381999	"WR*"	10.928	"GSC 03991-01919"
100080	"WR 154"	"HD 213049"	336.82424484826	56.25326963381999	"WR*"	10.928	"HBHA 5705-66"
100080	"WR 154"	"HD 213049"	336.82424484826	56.25326963381999	"WR*"	10.928	"HD 213049"
100080	"WR 154"	"HD 213049"	336.82424484826	56.25326963381999	"WR*"	10.928	"HIC 110836"
100080	"WR 154"	"HD 213049"	336.82424484826	56.25326963381999	"WR*"	10.928	"HIP 110836"
100080	"WR 154"	"HD 213049"	336.82424484826	56.25326963381999	"WR*"	10.928	"JP11  3496"
100080	"WR 154"	"HD 213049"	336.82424484826	56.25326963381999	"WR*"	10.928	"[KW97] 63-21"
100080	"WR 154"	"HD 213049"	336.82424484826	56.25326963381999	"WR*"	10.928	"LS III +55   79"
100080	"WR 154"	"HD 213049"	336.82424484826	56.25326963381999	"WR*"	10.928	"MR 117"
100080	"WR 154"	"HD 213049"	336.82424484826	56.25326963381999	"WR*"	10.928	"TIC 414018497"
100080	"WR 154"	"HD 213049"	336.82424484826	56.25326963381999	"WR*"	10.928	"TYC 3991-1919-1"
100080	"WR 154"	"HD 213049"	336.82424484826	56.25326963381999	"WR*"	10.928	"UCAC4 732-084141"
100080	"WR 154"	"HD 213049"	336.82424484826	56.25326963381999	"WR*"	10.928	"WISE J222717.81+561511.6"
100080	"WR 154"	"HD 213049"	336.82424484826	56.25326963381999	"WR*"	10.928	"WR 154"
100277	"WR 153"	"HD 211853"	334.69002398611	56.12608296649	"WR*"	9.236	"2MASS J22184560+5607338"
100277	"WR 153"	"HD 211853"	334.69002398611	56.12608296649	"WR*"	9.236	"AG+55 1559"
100277	"WR 153"	"HD 211853"	334.69002398611	56.12608296649	"WR*"	9.236	"AGASC 522466352"
100277	"WR 153"	"HD 211853"	334.69002398611	56.12608296649	"WR*"	9.236	"ALS 12288"
100277	"WR 153"	"HD 211853"	334.69002398611	56.12608296649	"WR*"	9.236	"BD+55  2721"
100277	"WR 153"	"HD 211853"	334.69002398611	56.12608296649	"WR*"	9.236	"EM* CDS 1325"
100277	"WR 153"	"HD 211853"	334.69002398611	56.12608296649	"WR*"	9.236	"Gaia DR1 2006219974613696384"
100277	"WR 153"	"HD 211853"	334.69002398611	56.12608296649	"WR*"	9.236	"Gaia DR2 2006219978921880192"
100277	"WR 153"	"HD 211853"	334.69002398611	56.12608296649	"WR*"	9.236	"Gaia DR3 2006219978921880192"
100277	"WR 153"	"HD 211853"	334.69002398611	56.12608296649	"WR*"	9.236	"GCRV 14037"
100277	"WR 153"	"HD 211853"	334.69002398611	56.12608296649	"WR*"	9.236	"GEN# +1.00211853"
100277	"WR 153"	"HD 211853"	334.69002398611	56.12608296649	"WR*"	9.236	"GOS G102.78-00.65 01"
100277	"WR 153"	"HD 211853"	334.69002398611	56.12608296649	"WR*"	9.236	"GSC 03986-01670"
100277	"WR 153"	"HD 211853"	334.69002398611	56.12608296649	"WR*"	9.236	"HBHA 5705-92"
100277	"WR 153"	"HD 211853"	334.69002398611	56.12608296649	"WR*"	9.236	"HD 211853"
100277	"WR 153"	"HD 211853"	334.69002398611	56.12608296649	"WR*"	9.236	"HIC 110154"
