a66_id	main_id	ra	dec	otype	identifier
"PN A66    7"	"PN A66    7"	75.78138642496	-15.606311337320001	"PN"	"Gaia DR3 2986220396462236032"
"PN A66    7"	"PN A66    7"	75.78138642496	-15.606311337320001	"PN"	"GEN# +6.20056007"
"PN A66    7"	"PN A66    7"	75.78138642496	-15.606311337320001	"PN"	"GSC 05900-01018"
"PN A66    7"	"PN A66    7"	75.78138642496	-15.606311337320001	"PN"	"GSC2 S0233022264"
"PN A66    7"	"PN A66    7"	75.78138642496	-15.606311337320001	"PN"	"PK 215-30  1"
"PN A66    7"	"PN A66    7"	75.78138642496	-15.606311337320001	"PN"	"PN A55    6"
"PN A66    7"	"PN A66    7"	75.78138642496	-15.606311337320001	"PN"	"PN A66    7"
"PN A66    7"	"PN A66    7"	75.78138642496	-15.606311337320001	"PN"	"PN ARO  215"
"PN A66    7"	"PN A66    7"	75.78138642496	-15.606311337320001	"PN"	"PN G215.5-30.8"
"PN A66    7"	"PN A66    7"	75.78138642496	-15.606311337320001	"PN"	"PN VV'   27"
"PN A66    7"	"PN A66    7"	75.78138642496	-15.606311337320001	"PN"	"TIC 169305167"
"PN A66    7"	"PN A66    7"	75.78138642496	-15.606311337320001	"PN"	"UBV    4868"
"PN A66    7"	"PN A66    7"	75.78138642496	-15.606311337320001	"PN"	"UBV M  44653"
"PN A66    7"	"PN A66    7"	75.78138642496	-15.606311337320001	"PN"	"WD 0500-15"
