oid	hd_id	sao_id
1827322	"HD 100799"	"SAO 118940"
5549531	"HD   1007A"	"SAO   4069"
239614	"HD   1008"	"SAO   4066"
1832925	"HD 100800"	"SAO 138290"
1834630	"HD 100801"	"SAO 156776"
1836191	"HD 100805"	"SAO 202611"
1836522	"HD 100806"	"SAO 202610"
3234281	"HD 100807"	"SAO 239205"
1823976	"HD 100808"	"SAO  81893"
1825764	"HD 100809"	"SAO  99688"
3212955	"HD  10081"	"SAO 248408"
1829878	"HD 100810"	"SAO 138291"
1835382	"HD 100813"	"SAO 180020"
1835430	"HD 100814"	"SAO 180019"
1836981	"HD 100816"	"SAO 222894"
3233238	"HD 100818"	"SAO 239206"
610769	"HD 100820"	"SAO  43822"
1824006	"HD 100821"	"SAO  81894"
1827734	"HD 100822"	"SAO 118942"
1827734	"HD 100822A"	"SAO 118942"
1835931	"HD 100824"	"SAO 180022"
3232615	"HD 100825"	"SAO 222895"
3235571	"HD 100826"	"SAO 251469"
3270512	"HD 100828"	"SAO 251467"
253925	"HD  10083"	"SAO   4465"
409170	"HD 100830"	"SAO   7392"
5549425	"HD 100831"	"SAO  28071"
5549425	"HD 100831A"	"SAO  28071"
1828172	"HD 100832"	"SAO 118944"
1835410	"HD 100834"	"SAO 180024"
1835669	"HD 100835"	"SAO 180026"
1836982	"HD 100836"	"SAO 222896"
3214888	"HD 100837"	"SAO 222898"
3233122	"HD 100838"	"SAO 239207"
205667	"HD  10084"	"SAO  11903"
3235576	"HD 100840"	"SAO 251471"
3237346	"HD 100841"	"SAO 251472"
1824435	"HD 100843"	"SAO  81896"
1825284	"HD 100844"	"SAO  99689"
1831978	"HD 100845"	"SAO 138293"
1833589	"HD 100846"	"SAO 138292"
1835129	"HD 100847"	"SAO 180023"
1835411	"HD 100848"	"SAO 180028"
1835686	"HD 100849"	"SAO 180027"
108575	"HD  10085"	"SAO  22484"
1836746	"HD 100850"	"SAO 202615"
1836748	"HD 100851"	"SAO 202619"
1838142	"HD 100853"	"SAO 222899"
3232941	"HD 100854"	"SAO 222897"
3233584	"HD 100855"	"SAO 239208"
3235581	"HD 100856"	"SAO 251474"
3270587	"HD 100857"	"SAO 251473"
391604	"HD 100858"	"SAO   7395"
1826744	"HD 100859"	"SAO 118947"
25352	"HD  10086"	"SAO  37410"
1831965	"HD 100860"	"SAO 138294"
1833605	"HD 100861"	"SAO 156780"
11465222	"HD 100862"	"SAO 156782"
1834917	"HD 100863"	"SAO 156781"
3233614	"HD 100865"	"SAO 239210"
3233689	"HD 100866"	"SAO 239209"
1824825	"HD 100869"	"SAO  81900"
1578197	"HD  10087"	"SAO  54874"
1826236	"HD 100870"	"SAO  99690"
1826249	"HD 100871"	"SAO  99693"
1827342	"HD 100872"	"SAO 118946"
1834883	"HD 100873"	"SAO 156783"
1835693	"HD 100875"	"SAO 180029"
3232943	"HD 100876"	"SAO 222902"
3234282	"HD 100878"	"SAO 239211"
1485051	"HD  10088"	"SAO  74848"
428425	"HD 100882"	"SAO   7393"
590461	"HD 100883"	"SAO  43824"
1819454	"HD 100884"	"SAO  43825"
1824834	"HD 100885"	"SAO  81901"
1825286	"HD 100886"	"SAO  99692"
1826745	"HD 100887"	"SAO 118948"
1833590	"HD 100888"	"SAO 138295"
1833591	"HD 100889"	"SAO 138296"
1464792	"HD  10089"	"SAO  92551"
1833900	"HD 100890"	"SAO 156784"
1835939	"HD 100891"	"SAO 180031"
1836222	"HD 100892"	"SAO 202621"
1836247	"HD 100893"	"SAO 202622"
1836531	"HD 100894"	"SAO 202623"
1836951	"HD 100895"	"SAO 202620"
1836990	"HD 100896"	"SAO 222904"
3232806	"HD 100897"	"SAO 222903"
3233615	"HD 100898"	"SAO 239213"
164261	"HD   1009"	"SAO  11060"
1212784	"HD  10090"	"SAO 193221"
3235385	"HD 100900"	"SAO 239212"
3271194	"HD 100901"	"SAO 256853"
1825773	"HD 100903"	"SAO  99696"
1826705	"HD 100904"	"SAO  99697"
1834937	"HD 100906"	"SAO 156785"
1835130	"HD 100907"	"SAO 180030"
1835432	"HD 100908"	"SAO 180033"
1836249	"HD 100909"	"SAO 202626"
1836506	"HD 100910"	"SAO 202625"
1836749	"HD 100911"	"SAO 202627"
1836983	"HD 100913"	"SAO 222905"
3233690	"HD 100914"	"SAO 239214"
3235660	"HD 100915"	"SAO 251477"
569603	"HD 100917"	"SAO  28076"
610307	"HD 100918"	"SAO  43829"
1819501	"HD 100919"	"SAO  43826"
3168133	"HD  10092"	"SAO 215587"
1829890	"HD 100920"	"SAO 138298"
1833592	"HD 100921"	"SAO 138297"
1833901	"HD 100922"	"SAO 156786"
1834938	"HD 100923"	"SAO 156787"
3235355	"HD 100927"	"SAO 239215"
3235387	"HD 100928"	"SAO 239216"
3235610	"HD 100929"	"SAO 251479"
83950	"HD  10093"	"SAO  22485"
428377	"HD 100932"	"SAO   7397"
485873	"HD 100933"	"SAO  15571"
1835167	"HD 100934"	"SAO 180034"
1835670	"HD 100936"	"SAO 180035"
1836224	"HD 100937"	"SAO 202630"
1836236	"HD 100938"	"SAO 202632"
1836750	"HD 100939"	"SAO 202628"
1578186	"HD  10094"	"SAO  54876"
3233660	"HD 100940"	"SAO 239218"
3234328	"HD 100941"	"SAO 239217"
3235622	"HD 100942"	"SAO 251482"
3235619	"HD 100943"	"SAO 251480"
1821160	"HD 100946"	"SAO  62624"
1823978	"HD 100947"	"SAO  81903"
1827708	"HD 100948"	"SAO 118950"
1835412	"HD 100949"	"SAO 180036"
1504716	"HD  10095"	"SAO  74853"
1835678	"HD 100950"	"SAO 180039"
1835688	"HD 100951"	"SAO 180038"
1835932	"HD 100952"	"SAO 180037"
1836250	"HD 100953"	"SAO 202634"
1836772	"HD 100954"	"SAO 202633"
3232944	"HD 100955"	"SAO 222907"
3271133	"HD 100957"	"SAO 256854"
391618	"HD 100958"	"SAO   7399"
409154	"HD 100959"	"SAO   7398"
1504731	"HD  10096"	"SAO  74852"
485866	"HD 100960"	"SAO  15573"
1824436	"HD 100961"	"SAO  81904"
1831979	"HD 100962"	"SAO 138301"
1836523	"HD 100964"	"SAO 202636"
1836773	"HD 100965"	"SAO 202635"
3235274	"HD 100967"	"SAO 239219"
3235356	"HD 100968"	"SAO 239220"
1416173	"HD  10097"	"SAO 110028"
462617	"HD 100971"	"SAO  15575"
1838380	"HD 100972"	"SAO  43831"
1824015	"HD 100973"	"SAO  81905"
1827337	"HD 100974"	"SAO 118952"
1829879	"HD 100975"	"SAO 138302"
1835694	"HD 100977"	"SAO 180040"
1835933	"HD 100978"	"SAO 180041"
1836723	"HD 100979"	"SAO 202637"
1336451	"HD  10098"	"SAO 129422"
1836944	"HD 100980"	"SAO 202638"
3232602	"HD 100981"	"SAO 222908"
3232946	"HD 100982"	"SAO 222909"
3232794	"HD 100983"	"SAO 222910"
3233128	"HD 100984"	"SAO 239224"
3233150	"HD 100986"	"SAO 239222"
3233252	"HD 100987"	"SAO 239223"
3235388	"HD 100988"	"SAO 239221"
1297664	"HD  10099"	"SAO 147922"
379172	"HD 100991"	"SAO   1908"
533044	"HD 100992"	"SAO  28079"
1824026	"HD 100993"	"SAO  81906"
1827736	"HD 100994"	"SAO 118954"
1829892	"HD 100995"	"SAO 138306"
1831856	"HD 100996"	"SAO 138305"
1832926	"HD 100997"	"SAO 138304"
1833902	"HD 100998"	"SAO 156788"
1461725	"HD    101"	"SAO  91706"
164418	"HD   1010"	"SAO  11061"
1297675	"HD  10100"	"SAO 147921"
1835934	"HD 101000"	"SAO 180042"
1836524	"HD 101001"	"SAO 202639"
1836985	"HD 101002"	"SAO 222913"
3232617	"HD 101003"	"SAO 222912"
3232809	"HD 101004"	"SAO 222911"
3237351	"HD 101008"	"SAO 251484"
3140830	"HD  10101"	"SAO 215588"
391605	"HD 101012"	"SAO   7400"
569604	"HD 101013"	"SAO  28081"
1838778	"HD 101014"	"SAO  43832"
1842935	"HD 101015"	"SAO  81907"
1849093	"HD 101016"	"SAO 138307"
1835146	"HD 101017"	"SAO 180043"
1835679	"HD 101018"	"SAO 180044"
3233616	"HD 101019"	"SAO 239226"
3233662	"HD 101020"	"SAO 239225"
3235636	"HD 101021"	"SAO 251486"
590455	"HD 101024"	"SAO  28080"
1843776	"HD 101025"	"SAO  81909"
1845142	"HD 101026"	"SAO  99701"
1851098	"HD 101027"	"SAO 138309"
1835413	"HD 101028"	"SAO 180045"
1836751	"HD 101029"	"SAO 202641"
9412	"HD  10103"	"SAO  37411"
3233130	"HD 101032"	"SAO 239228"
3234254	"HD 101033"	"SAO 239227"
3237292	"HD 101035"	"SAO 251487"
428399	"HD 101038"	"SAO   7401"
448006	"HD 101039"	"SAO  15576"
1476287	"HD  10104"	"SAO  92553"
569590	"HD 101040"	"SAO  28082"
1846552	"HD 101041"	"SAO 118956"
1852846	"HD 101043"	"SAO 156791"
1854392	"HD 101044"	"SAO 156790"
1854892	"HD 101046"	"SAO 180047"
1856667	"HD 101048"	"SAO 202642"
1316953	"HD  10105"	"SAO 147924"
1856891	"HD 101050"	"SAO 222915"
3233151	"HD 101052"	"SAO 239230"
3233617	"HD 101053"	"SAO 239231"
3234319	"HD 101054"	"SAO 239229"
590463	"HD 101057"	"SAO  43835"
1842946	"HD 101058"	"SAO  81911"
1843774	"HD 101059"	"SAO  81912"
1316857	"HD  10106"	"SAO 147925"
1845136	"HD 101060"	"SAO  99702"
1851979	"HD 101061"	"SAO 138310"
1854169	"HD 101062"	"SAO 156792"
1855551	"HD 101063"	"SAO 180048"
1855557	"HD 101064"	"SAO 202645"
3232756	"HD 101065"	"SAO 222918"
3232621	"HD 101066"	"SAO 222916"
3232775	"HD 101067"	"SAO 222917"
3233131	"HD 101068"	"SAO 239233"
3235640	"HD 101069"	"SAO 251488"
135063	"HD  10107"	"SAO  22496"
3237353	"HD 101070"	"SAO 251491"
3271858	"HD 101072"	"SAO 256855"
428428	"HD 101074"	"SAO   7403"
485359	"HD 101075"	"SAO  15578"
503970	"HD 101076"	"SAO  15577"
1844655	"HD 101077"	"SAO  99704"
1845559	"HD 101078"	"SAO  99705"
1849097	"HD 101079"	"SAO 138311"
108577	"HD  10108"	"SAO  22494"
1855843	"HD 101080"	"SAO 202646"
3233586	"HD 101082"	"SAO 239234"
3233586	"HD 101082A"	"SAO 239234"
3233663	"HD 101083"	"SAO 239232"
3268704	"HD 101084"	"SAO 251495"
3268686	"HD 101085"	"SAO 251493"
3269935	"HD 101087"	"SAO 251490"
3270558	"HD 101088"	"SAO 251489"
3271539	"HD 101089"	"SAO 256856"
108589	"HD  10109"	"SAO  22492"
504005	"HD 101090"	"SAO  28084"
1841027	"HD 101091"	"SAO  62632"
1847011	"HD 101092"	"SAO 118959"
1849098	"HD 101093"	"SAO 138313"
1852842	"HD 101094"	"SAO 138312"
1855542	"HD 101095"	"SAO 180049"
1856383	"HD 101096"	"SAO 202647"
3232796	"HD 101098"	"SAO 222919"
3233088	"HD 101099"	"SAO 239238"
44721	"HD   1011"	"SAO  21237"
109342	"HD  10110"	"SAO  22493"
3233152	"HD 101100"	"SAO 239237"
3234238	"HD 101101"	"SAO 239235"
3235357	"HD 101102"	"SAO 239236"
3235484	"HD 101103"	"SAO 251496"
3235642	"HD 101104"	"SAO 251497"
3235641	"HD 101105"	"SAO 251494"
409137	"HD 101106"	"SAO   7405"
1838397	"HD 101107"	"SAO  43837"
1839541	"HD 101108"	"SAO  62634"
1843381	"HD 101109"	"SAO  81913"
25279	"HD  10111"	"SAO  37414"
1843775	"HD 101110"	"SAO  81915"
1845143	"HD 101111"	"SAO  99706"
1846030	"HD 101112"	"SAO 118961"
1847498	"HD 101113"	"SAO 118962"
1854899	"HD 101115"	"SAO 180051"
1855123	"HD 101116"	"SAO 180052"
3233240	"HD 101117"	"SAO 239239"
3235643	"HD 101119"	"SAO 251498"
503977	"HD 101120"	"SAO  15579"
1854393	"HD 101121"	"SAO 156794"
1854401	"HD 101122"	"SAO 156793"
1854660	"HD 101123"	"SAO 180050"
1856154	"HD 101124"	"SAO 202651"
1856391	"HD 101125"	"SAO 202649"
1856392	"HD 101126"	"SAO 202650"
1856679	"HD 101127"	"SAO 222921"
3232622	"HD 101128"	"SAO 222920"
3233214	"HD 101129"	"SAO 239240"
1464801	"HD  10113"	"SAO  92555"
3268870	"HD 101131"	"SAO 251500"
3272446	"HD 101132"	"SAO 256857"
610364	"HD 101133"	"SAO  43839"
1843386	"HD 101134"	"SAO  81916"
1843782	"HD 101135"	"SAO  81917"
1854404	"HD 101137"	"SAO 156796"
1854650	"HD 101139"	"SAO 180053"
1425593	"HD  10114"	"SAO 110029"
1855117	"HD 101140"	"SAO 180055"
1855547	"HD 101141"	"SAO 180054"
3232603	"HD 101142"	"SAO 222922"
3232798	"HD 101143"	"SAO 222923"
3233665	"HD 101145"	"SAO 239241"
3237293	"HD 101146"	"SAO 251499"
366468	"HD 101149"	"SAO   1911"
1407089	"HD  10115"	"SAO 110031"
485356	"HD 101150"	"SAO  15580"
1841010	"HD 101151"	"SAO  62635"
1845553	"HD 101152"	"SAO  99707"
1846553	"HD 101153"	"SAO 118965"
1849104	"HD 101154"	"SAO 138314"
1849104	"HD 101154A"	"SAO 138314"
1854405	"HD 101155"	"SAO 156797"
1855118	"HD 101156"	"SAO 180056"
1855121	"HD 101157"	"SAO 180057"
3232609	"HD 101158"	"SAO 222924"
3233241	"HD 101159"	"SAO 239243"
1347047	"HD  10116"	"SAO 129423"
3234255	"HD 101160"	"SAO 239244"
3234320	"HD 101161"	"SAO 239242"
3270491	"HD 101162"	"SAO 251501"
1839543	"HD 101163"	"SAO  62639"
1846558	"HD 101164"	"SAO 118966"
1846560	"HD 101165"	"SAO 118967"
1852849	"HD 101166"	"SAO 156799"
1855558	"HD 101167"	"SAO 202658"
1855854	"HD 101169"	"SAO 202656"
1336338	"HD  10117"	"SAO 147926"
1856400	"HD 101170"	"SAO 202657"
3233134	"HD 101171"	"SAO 239245"
3237294	"HD 101173"	"SAO 251503"
3269823	"HD 101174"	"SAO 251504"
409171	"HD 101176"	"SAO   7407"
5547532	"HD 101177A"	"SAO  43841"
610312	"HD 101177B"	"SAO  43840"
1839523	"HD 101178"	"SAO  62640"
1843387	"HD 101179"	"SAO  81919"
1249075	"HD  10118"	"SAO 167192"
1845140	"HD 101180"	"SAO  99710"
1854181	"HD 101181"	"SAO 156800"
1854654	"HD 101182"	"SAO 180059"
1854893	"HD 101183"	"SAO 180058"
1856151	"HD 101184"	"SAO 202659"
1856892	"HD 101185"	"SAO 222926"
3233156	"HD 101186"	"SAO 239246"
3237185	"HD 101189"	"SAO 251505"
1200115	"HD  10119"	"SAO 193222"
3268689	"HD 101190"	"SAO 251506"
3269756	"HD 101191"	"SAO 251507"
409138	"HD 101192"	"SAO   7408"
447993	"HD 101193"	"SAO  15581"
1838774	"HD 101194"	"SAO  43843"
1844668	"HD 101195"	"SAO  99711"
1847006	"HD 101196"	"SAO 118968"
1853186	"HD 101197"	"SAO 156801"
1853197	"HD 101198"	"SAO 156802"
1854179	"HD 101199"	"SAO 156803"
1544644	"HD   1012"	"SAO  53748"
1856680	"HD 101201"	"SAO 222928"
3232786	"HD 101202"	"SAO 222927"
3268693	"HD 101205"	"SAO 251511"
1838399	"HD 101206"	"SAO  43847"
1838775	"HD 101207"	"SAO  43844"
1843383	"HD 101208"	"SAO  81920"
1851973	"HD 101209"	"SAO 138316"
3140823	"HD  10121"	"SAO 215589"
1854173	"HD 101210"	"SAO 156805"
1854398	"HD 101211"	"SAO 156804"
1854651	"HD 101212"	"SAO 180061"
1854896	"HD 101214"	"SAO 180060"
1856403	"HD 101215"	"SAO 202660"
1856681	"HD 101216"	"SAO 222929"
3233135	"HD 101218"	"SAO 239248"
3233618	"HD 101219"	"SAO 239247"
3196621	"HD  10122"	"SAO 248409"
3235486	"HD 101221"	"SAO 251510"
3235485	"HD 101222"	"SAO 251508"
3268697	"HD 101223"	"SAO 251512"
379174	"HD 101224"	"SAO   1913"
428400	"HD 101225"	"SAO   7409"
1838393	"HD 101227"	"SAO  43848"
1846561	"HD 101228"	"SAO 118970"
1855548	"HD 101231"	"SAO 180062"
1855549	"HD 101232"	"SAO 180063"
1856678	"HD 101233"	"SAO 222931"
1856684	"HD 101234"	"SAO 222930"
3232885	"HD 101235"	"SAO 239249"
3233215	"HD 101236"	"SAO 239250"
409156	"HD 101239"	"SAO   7410"
302881	"HD  10124"	"SAO    282"
485400	"HD 101240"	"SAO  15583"
1844663	"HD 101241"	"SAO  99714"
1846562	"HD 101242"	"SAO 118971"
1851971	"HD 101243"	"SAO 138318"
1853191	"HD 101244"	"SAO 156806"
1854656	"HD 101245"	"SAO 180064"
3232762	"HD 101247"	"SAO 222932"
3233668	"HD 101248"	"SAO 239251"
205668	"HD  10125"	"SAO  11906"
3269936	"HD 101250"	"SAO 251513"
3272590	"HD 101251"	"SAO 256858"
448008	"HD 101252"	"SAO  15584"
533045	"HD 101253"	"SAO  28089"
569591	"HD 101254"	"SAO  28088"
1849108	"HD 101255"	"SAO 138319"
1854175	"HD 101256"	"SAO 156808"
1854174	"HD 101257"	"SAO 156807"
1854900	"HD 101259"	"SAO 180065"
1504717	"HD  10126"	"SAO  74857"
1855838	"HD 101262"	"SAO 202667"
1856668	"HD 101264"	"SAO 202663"
1856675	"HD 101265"	"SAO 202664"
3232605	"HD 101266"	"SAO 222933"
3233587	"HD 101267"	"SAO 239254"
3234258	"HD 101268"	"SAO 239252"
1504734	"HD  10127"	"SAO  74855"
1854182	"HD 101271"	"SAO 156810"
1854898	"HD 101273"	"SAO 180066"
1856398	"HD 101274"	"SAO 202668"
3234259	"HD 101276"	"SAO 239253"
3272636	"HD 101277"	"SAO 258618"
1845132	"HD 101278"	"SAO  99715"
1846031	"HD 101279"	"SAO 118974"
1437390	"HD  10128"	"SAO  92554"
1847503	"HD 101280"	"SAO 118972"
1851097	"HD 101281"	"SAO 138321"
1855550	"HD 101283"	"SAO 180068"
1855553	"HD 101284"	"SAO 180069"
1855560	"HD 101285"	"SAO 202670"
1855839	"HD 101286"	"SAO 202669"
3271182	"HD 101288"	"SAO 256859"
1842947	"HD 101289"	"SAO  81924"
1843778	"HD 101290"	"SAO  81925"
1847500	"HD 101291"	"SAO 118975"
1854176	"HD 101293"	"SAO 156813"
1854180	"HD 101294"	"SAO 156812"
1855126	"HD 101295"	"SAO 180070"
3234260	"HD 101296"	"SAO 239256"
3235390	"HD 101297"	"SAO 239255"
3268857	"HD 101298"	"SAO 251515"
1474383	"HD   1013"	"SAO  91792"
291080	"HD  10130"	"SAO    274"
1838394	"HD 101300"	"SAO  43852"
1844661	"HD 101301"	"SAO  99717"
1844662	"HD 101302"	"SAO  99718"
1844664	"HD 101303"	"SAO  99720"
1846021	"HD 101304"	"SAO  99719"
1847013	"HD 101305"	"SAO 118977"
1849109	"HD 101306"	"SAO 138324"
1854901	"HD 101307"	"SAO 180071"
1855846	"HD 101308"	"SAO 202672"
1856672	"HD 101309"	"SAO 202671"
83977	"HD  10131"	"SAO  22495"
3233158	"HD 101310"	"SAO 239260"
3233158	"HD 101311"	"SAO 239260"
3234284	"HD 101312"	"SAO 239261"
3234284	"HD 101312A"	"SAO 239261"
3234286	"HD 101313"	"SAO 239259"
3234321	"HD 101314"	"SAO 239258"
3234329	"HD 101315"	"SAO 239257"
3271136	"HD 101317"	"SAO 256860"
447994	"HD 101318"	"SAO  15588"
610375	"HD 101319"	"SAO  43853"
1596897	"HD  10132"	"SAO  37415"
1842939	"HD 101320"	"SAO  81926"
1853199	"HD 101321"	"SAO 156815"
1854890	"HD 101322"	"SAO 180072"
1855555	"HD 101324"	"SAO 180074"
1855561	"HD 101326"	"SAO 202676"
1856395	"HD 101327"	"SAO 202675"
3233141	"HD 101328"	"SAO 239262"
1514841	"HD  10133"	"SAO  74858"
3268677	"HD 101330"	"SAO 251516"
3269189	"HD 101331"	"SAO 251520"
3268699	"HD 101332"	"SAO 251519"
3268698	"HD 101333"	"SAO 251518"
1847007	"HD 101337"	"SAO 118978"
1849101	"HD 101338"	"SAO 138328"
1851100	"HD 101339"	"SAO 138325"
1494941	"HD  10134"	"SAO  74856"
1851972	"HD 101340"	"SAO 138327"
1852841	"HD 101341"	"SAO 138326"
1854400	"HD 101343"	"SAO 156817"
1854894	"HD 101345"	"SAO 180073"
1855852	"HD 101347"	"SAO 202678"
1856160	"HD 101348"	"SAO 202677"
3232787	"HD 101349"	"SAO 222934"
1454424	"HD  10135"	"SAO  92556"
1854407	"HD 101351"	"SAO 156818"
1854897	"HD 101353"	"SAO 180076"
1855853	"HD 101357"	"SAO 202679"
1856164	"HD 101358"	"SAO 202681"
3232517	"HD 101359"	"SAO 222935"
1373883	"HD  10136"	"SAO 129424"
3233143	"HD 101360"	"SAO 239265"
3233216	"HD 101361"	"SAO 239264"
447995	"HD 101364"	"SAO  15590"
485361	"HD 101365"	"SAO  15589"
1838750	"HD 101366"	"SAO  43854"
1851101	"HD 101367"	"SAO 138331"
1853193	"HD 101368"	"SAO 156822"
1854171	"HD 101369"	"SAO 156820"
1854171	"HD 101369A"	"SAO 156820"
1316954	"HD  10137"	"SAO 147928"
1854183	"HD 101370"	"SAO 156819"
1856901	"HD 101371"	"SAO 222936"
3233242	"HD 101372"	"SAO 239266"
3233670	"HD 101373"	"SAO 239269"
3233669	"HD 101374"	"SAO 239268"
3234263	"HD 101375"	"SAO 239267"
3235391	"HD 101376"	"SAO 239263"
3235649	"HD 101377"	"SAO 251521"
3269824	"HD 101379"	"SAO 251522"
3269824	"HD 101380"	"SAO 251522"
448016	"HD 101381"	"SAO  15592"
551796	"HD 101382"	"SAO  28092"
1843384	"HD 101383"	"SAO  81929"
1854408	"HD 101384"	"SAO 156821"
1854652	"HD 101385"	"SAO 180077"
1855849	"HD 101386"	"SAO 202687"
1855855	"HD 101387"	"SAO 202686"
1855855	"HD 101387A"	"SAO 202686"
3232482	"HD 101388"	"SAO 222937"
3234287	"HD 101389"	"SAO 239270"
1249126	"HD  10139"	"SAO 167197"
3267885	"HD 101390"	"SAO 251523"
533178	"HD 101391"	"SAO  28093"
569585	"HD 101392"	"SAO  28091"
590472	"HD 101393"	"SAO  43856"
1839759	"HD 101394"	"SAO  62647"
1841267	"HD 101395"	"SAO  62646"
1843025	"HD 101396"	"SAO  81933"
1843459	"HD 101397"	"SAO  81930"
1846611	"HD 101398"	"SAO 118979"
1851211	"HD 101399"	"SAO 138333"
1344980	"HD   1014"	"SAO 128655"
1249133	"HD  10140"	"SAO 167195"
1854403	"HD 101400"	"SAO 156823"
1854696	"HD 101401"	"SAO 180079"
1855122	"HD 101402"	"SAO 180078"
1855637	"HD 101404"	"SAO 202690"
1855637	"HD 101404A"	"SAO 202690"
1856484	"HD 101405"	"SAO 202692"
1856399	"HD 101406"	"SAO 202689"
1856703	"HD 101407"	"SAO 202693"
3232483	"HD 101408"	"SAO 222938"
3232803	"HD 101409"	"SAO 222939"
1212776	"HD  10141"	"SAO 193225"
3232887	"HD 101410"	"SAO 239272"
3235392	"HD 101412"	"SAO 239271"
3268701	"HD 101413"	"SAO 251524"
1843026	"HD 101416"	"SAO  81937"
1843839	"HD 101417"	"SAO  81934"
1854689	"HD 101419"	"SAO 180080"
1200132	"HD  10142"	"SAO 193224"
1855605	"HD 101421"	"SAO 180081"
1855913	"HD 101422"	"SAO 202694"
3232528	"HD 101423"	"SAO 222940"
1847546	"HD 101426"	"SAO 118980"
1851320	"HD 101427"	"SAO 138335"
1851326	"HD 101428"	"SAO 138334"
3167948	"HD  10143"	"SAO 232482"
1855602	"HD 101430"	"SAO 180083"
1856203	"HD 101431"	"SAO 202695"
1856933	"HD 101432"	"SAO 222942"
3269757	"HD 101436"	"SAO 251525"
3273138	"HD 101438"	"SAO 258619"
503404	"HD 101439"	"SAO  15594"
11684864	"HD  10144"	"SAO 232481"
1845165	"HD 101440"	"SAO  99726"
1846061	"HD 101441"	"SAO  99725"
1846093	"HD 101442"	"SAO 118982"
1847053	"HD 101443"	"SAO 118983"
1847079	"HD 101444"	"SAO 118984"
1847553	"HD 101445"	"SAO 118981"
1854690	"HD 101447"	"SAO 180084"
1854708	"HD 101448"	"SAO 180082"
223686	"HD  10145"	"SAO  11913"
1856190	"HD 101450"	"SAO 202698"
1856204	"HD 101451"	"SAO 202697"
1856511	"HD 101452"	"SAO 202696"
1856965	"HD 101453"	"SAO 222943"
3232822	"HD 101455"	"SAO 222944"
447996	"HD 101457"	"SAO  15598"
485398	"HD 101458"	"SAO  15596"
1840480	"HD 101459"	"SAO  62651"
108580	"HD  10146"	"SAO  22501"
1845602	"HD 101460"	"SAO  99728"
1849189	"HD 101461"	"SAO 138337"
1849198	"HD 101462"	"SAO 138338"
1856214	"HD 101463"	"SAO 202699"
3235275	"HD 101465"	"SAO 239273"
3266869	"HD 101466"	"SAO 251526"
3272886	"HD 101467"	"SAO 258620"
1843846	"HD 101469"	"SAO  81940"
1373952	"HD  10147"	"SAO 129427"
1846103	"HD 101470"	"SAO 118986"
1852238	"HD 101472"	"SAO 138340"
1854452	"HD 101473"	"SAO 156826"
1854460	"HD 101475"	"SAO 156825"
1854474	"HD 101476"	"SAO 156824"
1854714	"HD 101477"	"SAO 180086"
3232823	"HD 101479"	"SAO 222946"
1279634	"HD  10148"	"SAO 167198"
3234288	"HD 101480"	"SAO 239274"
3266870	"HD 101481"	"SAO 251527"
503403	"HD 101483"	"SAO  15600"
1843840	"HD 101484"	"SAO  81941"
1844798	"HD 101485"	"SAO  99729"
1844801	"HD 101486"	"SAO  99732"
1845616	"HD 101487"	"SAO  99730"
1849175	"HD 101488"	"SAO 138341"
1854462	"HD 101489"	"SAO 156827"
1212777	"HD  10149"	"SAO 193226"
1855592	"HD 101490"	"SAO 180087"
1855606	"HD 101491"	"SAO 180089"
1855626	"HD 101492"	"SAO 180088"
1856949	"HD 101493"	"SAO 222948"
1856950	"HD 101493B"	"SAO 222949"
3232518	"HD 101494"	"SAO 222947"
3233160	"HD 101496"	"SAO 239276"
3233244	"HD 101497"	"SAO 239275"
3268682	"HD 101498"	"SAO 251528"
1304591	"HD   1015"	"SAO 147167"
1156575	"HD  10150"	"SAO 193223"
447997	"HD 101500"	"SAO  15602"
1840464	"HD 101501"	"SAO  62655"
1852910	"HD 101502"	"SAO 138342"
1855938	"HD 101504"	"SAO 202702"
1856183	"HD 101505"	"SAO 202701"
3232863	"HD 101507"	"SAO 222950"
3233161	"HD 101508"	"SAO 239277"
3233245	"HD 101509"	"SAO 239278"
3268673	"HD 101511"	"SAO 251530"
1846094	"HD 101512"	"SAO 118988"
1847054	"HD 101513"	"SAO 118987"
1849168	"HD 101514"	"SAO 138346"
1849199	"HD 101515"	"SAO 138347"
1851338	"HD 101516"	"SAO 138344"
1852928	"HD 101517"	"SAO 138343"
1854220	"HD 101518"	"SAO 156830"
1854925	"HD 101519"	"SAO 180090"
223703	"HD  10152"	"SAO  11912"
1854926	"HD 101520"	"SAO 180091"
1855164	"HD 101521"	"SAO 180093"
3232826	"HD 101522"	"SAO 222952"
3232825	"HD 101523"	"SAO 222951"
3233183	"HD 101524"	"SAO 239281"
3233182	"HD 101525"	"SAO 239280"
3234218	"HD 101527"	"SAO 239279"
3266863	"HD 101528"	"SAO 251532"
83952	"HD  10153"	"SAO  22500"
3268122	"HD 101530"	"SAO 251531"
3270561	"HD 101531"	"SAO 251529"
3273368	"HD 101532"	"SAO 258617"
379176	"HD 101533"	"SAO   1920"
1846073	"HD 101534"	"SAO  99733"
1853386	"HD 101535"	"SAO 156831"
1854697	"HD 101536"	"SAO 180094"
1855146	"HD 101537"	"SAO 180092"
1856953	"HD 101539"	"SAO 222954"
83846	"HD  10154"	"SAO  22498"
1856966	"HD 101540"	"SAO 222953"
